Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
17,10,2012,168000,0,1,0,20.77,1248,88.76,7.0,4.5
16,5,2012,73670,0,1,0,12.83,2696,162,7.0,12.5
26,4,2014,89540,0,0,0,12.55,2982,168.5,7.0,16.8
17,5,2016,85423,0,1,0,20.77,1248,88.8,7.0,8.75
10,10,2013,48823,0,0,0,19.5,1582,126.24,5.0,8.5
10,8,2011,35082,1,1,0,20.36,1197,78.9,5.0,2.21
17,6,2012,126000,1,1,0,16.8,796,34.2,5.0,1.6
9,4,2016,19000,1,0,0,15.5,1198,86.7,5.0,6.25
9,9,2007,69000,1,0,2,12.9,1799,130,5.0,2.25
18,7,2019,29836,0,0,0,17.9,2143,136,5.0,25.75
24,0,2010,48002,1,1,2,13.14,1798,157.8,5.0,6.75
17,0,2015,52324,0,1,0,28.09,1248,88.5,5.0,6.25
8,4,2013,65000,0,1,0,22.7,1498,89.84,5.0,5.1
18,9,2009,66000,0,0,2,8.7,2987,224.34,5.0,10.75
10,5,2016,75700,0,1,0,24.0,1120,70,5.0,5.7
27,1,2013,43000,0,1,0,20.5,1598,105,5.0,5.95
4,7,2012,42706,0,1,0,25.44,936,56.3,5.0,2.4
16,9,2013,35000,0,1,0,17.21,1493,100,7.0,3.49
10,5,2011,54348,1,0,0,19.2,1197,80,5.0,4.0
26,4,2013,84000,0,1,0,23.59,1364,67.04,5.0,3.85
26,9,2010,63298,1,0,0,14.53,1794,138.1,5.0,3.95
10,6,2013,75049,1,1,2,20.36,1197,78.9,5.0,3.0
8,7,2018,24237,1,1,0,18.16,1196,86.8,5.0,6.7
17,3,2016,22767,1,1,0,18.5,1197,85.80,5.0,6.14
10,1,2012,58000,1,0,2,15.0,1396,98.6,5.0,4.4
17,10,2017,57000,0,1,0,26.59,1248,74,5.0,4.25
2,7,2010,50161,1,0,0,8.77,4395,402,5.0,25.93
17,8,2016,45000,0,1,0,22.7,1598,118,5.0,7.0
26,3,2017,68319,0,0,0,12.55,2982,168.5,7.0,25.12
10,7,2017,30711,1,1,0,20.3,998,68.05,5.0,4.45
10,8,2011,38277,0,1,0,21.9,1396,90,5.0,2.4
27,10,2012,115000,0,1,2,20.54,1598,103.6,5.0,4.33
17,3,2017,46849,1,0,0,18.5,1197,83.14,5.0,6.93
10,0,2014,64000,0,1,0,21.9,1396,90,5.0,4.25
18,10,2010,130923,0,0,0,14.21,2143,203,5.0,12.5
10,2,2015,15000,1,1,0,18.9,1197,82,5.0,4.9
10,9,2014,32720,0,1,0,23.0,1396,90,5.0,4.5
23,6,2016,12500,1,1,0,25.17,799,53.3,5.0,3.0
10,2,2015,59800,1,0,0,16.9,1197,82,5.0,5.8
27,10,2011,54211,1,1,0,15.04,1598,103.6,5.0,3.33
4,7,2015,62242,0,0,0,14.39,1998,163.7,5.0,6.62
21,9,2015,54000,0,1,2,19.01,1461,108.5,5.0,5.75
10,5,2012,65000,0,1,0,22.32,1582,126.32,5.0,6.2
17,2,2015,55000,1,0,0,23.1,998,67.04,5.0,3.5
17,10,2010,71000,1,1,0,18.9,998,67.1,5.0,2.0
10,2,2012,70000,0,1,0,21.9,1396,88.8,5.0,4.0
1,9,2011,53000,1,0,0,12.3,1781,163.2,5.0,9.5
2,9,2013,43000,0,0,0,17.05,1995,184,5.0,17.5
24,9,2015,54000,1,0,0,14.3,1598,103.52,5.0,6.11
10,0,2014,51000,1,1,0,20.36,1197,78.9,5.0,3.75
20,5,2007,78000,0,1,2,10.5,2835,107.2,6.0,6.2
9,9,2014,25000,0,1,0,26.0,1498,98.6,5.0,6.15
17,10,2012,12600,1,1,0,20.92,998,67.1,5.0,2.4
17,10,2009,80000,0,1,1,17.8,1248,75,5.0,2.15
10,8,2016,21000,1,1,0,18.9,1197,82,5.0,3.75
8,9,2011,32000,1,1,2,15.6,1196,70,5.0,2.15
10,1,2015,50000,1,1,0,18.9,1197,81.86,5.0,4.75
17,9,2010,47500,1,1,0,15.5,1586,103.3,5.0,2.45
9,9,2017,7500,1,1,0,17.4,1497,117.3,5.0,11.15
23,6,2016,68163,0,0,0,19.6,1461,108.45,5.0,8.9
9,0,2014,61000,0,1,0,25.8,1498,98.6,5.0,4.35
26,6,2015,100000,0,1,2,12.99,2494,100.6,7.0,12.0
2,9,2009,61500,0,0,2,16.07,1995,181,5.0,8.5
10,7,2017,42883,1,1,0,19.81,1086,68.05,5.0,4.27
23,6,2012,97000,0,1,2,20.45,1461,83.8,5.0,4.25
20,1,2010,39525,1,0,0,11.3,2360,170,5.0,9.25
17,7,2017,35384,0,1,0,24.3,1248,88.5,5.0,8.61
18,5,2010,46000,0,0,0,11.8,2987,261,7.0,28.0
8,3,2018,32189,0,1,0,23.0,1498,98.96,5.0,9.25
10,2,2016,27000,0,0,0,19.08,1582,126.2,5.0,8.6
27,3,2018,22734,1,1,0,16.47,1198,74,5.0,7.53
23,9,2014,58002,0,1,0,19.64,1461,108.45,5.0,5.75
9,2,2012,31500,1,0,0,16.5,1198,86.8,5.0,4.15
8,3,2017,30933,1,1,0,18.16,1196,86.8,5.0,5.84
1,8,2012,27090,0,0,0,18.53,1968,187.74,5.0,16.5
2,9,2015,29500,0,0,0,15.97,2993,258,7.0,43.0
10,10,2013,45000,1,1,0,20.36,1197,78.9,5.0,3.55
10,5,2018,11691,1,1,0,18.6,1197,81.83,5.0,8.9
24,5,2006,121000,0,1,2,16.4,1896,90,5.0,2.5
10,5,2010,118077,0,1,0,16.2,1493,110,5.0,3.85
10,2,2012,36300,1,0,3,17.1,1591,121.4,5.0,7.5
10,9,2005,90000,1,1,2,15.3,1341,61,5.0,1.8
8,2,2010,78000,0,1,0,20.0,1399,68,5.0,2.25
1,9,2015,42000,0,0,0,17.68,1968,174.33,5.0,24.25
27,9,2015,27000,1,1,0,16.47,1198,74,5.0,4.35
2,8,2012,22000,0,0,0,17.05,1995,184,5.0,11.5
9,8,2014,49000,1,1,0,17.4,1497,117.3,5.0,4.75
10,5,2012,42600,0,1,0,23.0,1396,90,5.0,4.99
9,3,2018,12794,1,0,0,19.0,1199,88.7,5.0,9.15
9,5,2014,88046,1,0,0,10.1,2354,152,5.0,13.99
18,1,2014,8000,0,0,2,20.0,2143,107.3,5.0,19.75
16,3,2018,82739,0,0,0,16.0,2179,140,7.0,16.77
16,1,2006,193000,0,1,3,13.6,2523,63,7.0,2.5
23,9,2013,7000,1,0,0,17.97,1498,99.6,5.0,3.65
15,0,2012,60000,0,0,2,12.35,2179,187.74,5.0,23.5
17,10,2017,38000,1,1,0,22.74,796,47.3,5.0,3.11
26,7,2013,56344,1,1,0,17.6,1496,88.73,5.0,4.57
10,9,2014,17858,1,1,0,17.0,1197,80,5.0,5.32
10,5,2012,53000,1,1,0,20.36,1197,78.9,5.0,3.2
17,7,2016,67906,0,1,0,25.2,1248,74,5.0,5.63
10,5,2015,19000,1,1,0,21.1,814,55.2,5.0,3.0
2,9,2010,67000,0,0,2,22.69,1995,190,5.0,9.25
25,4,2011,80000,0,1,0,23.57,1396,70,5.0,1.2
17,4,2015,61000,1,1,0,22.74,796,47.3,5.0,2.15
27,10,2010,39000,0,1,0,22.07,1199,73.9,5.0,3.05
26,0,2014,59000,1,0,0,14.28,1798,138.03,5.0,11.5
10,5,2008,80931,1,1,0,17.92,1086,62.1,5.0,2.3
17,8,2016,34000,1,1,0,20.4,1197,81.80,5.0,4.95
23,5,2013,130000,0,1,0,21.64,1461,84.8,5.0,4.75
17,3,2018,52380,0,1,0,24.3,1248,88.5,5.0,10.15
21,8,2011,44000,1,1,0,18.06,1198,75,5.0,2.65
8,5,2015,84000,0,1,0,20.0,1399,68.05,5.0,3.8
9,7,2017,41697,1,0,0,13.1,1997,141.1,5.0,16.68
21,10,2014,163000,0,1,0,19.01,1461,108.5,5.0,5.0
26,2,2011,42000,1,1,2,17.71,1197,78.9,5.0,3.75
10,6,2013,129000,0,1,3,21.27,1396,88.76,5.0,4.11
8,2,2015,32200,1,1,2,18.16,1196,86.8,5.0,4.25
20,9,2004,129000,0,1,0,10.5,2835,107.2,6.0,3.45
1,1,2014,40000,0,0,0,17.11,1968,174.33,5.0,22.5
26,4,2006,150000,1,1,0,12.4,1998,132,8.0,4.5
4,6,2007,140000,1,1,0,15.26,1150,74.9,5.0,0.9
10,5,2006,63181,1,1,0,15.3,1341,83,5.0,1.85
9,8,2013,39575,0,1,0,25.8,1498,98.6,5.0,3.25
8,3,2014,70374,0,1,0,22.7,1498,89.84,5.0,7.34
27,8,2015,26256,0,1,0,20.14,1498,88.5,5.0,4.25
10,4,2016,13460,1,1,0,18.6,1197,81.86,5.0,6.45
26,2,2011,122000,0,1,2,12.8,2494,102,8.0,10.75
18,8,2015,58589,0,0,0,15.26,2143,203.2,5.0,27.75
17,6,2005,115000,1,1,2,17.3,1061,64,5.0,0.99
8,10,2016,75000,0,0,0,12.62,2198,158,7.0,24.0
10,6,2016,30292,1,1,0,18.6,1197,81.86,5.0,6.1
9,0,2017,32248,1,1,0,17.5,1199,88.7,5.0,8.25
27,1,2013,74000,1,1,0,16.47,1198,73.9,5.0,4.65
9,9,2014,56100,1,1,0,13.7,1997,153.86,5.0,9.75
10,1,2014,61325,1,1,0,18.9,1197,81.86,5.0,4.4
17,8,2014,33000,1,1,0,19.1,1197,85.8,5.0,3.99
2,3,2016,18090,0,0,0,16.2,2993,258,5.0,45.73
8,7,2014,71390,0,1,0,22.7,1498,89.84,5.0,5.27
9,0,2016,67000,0,1,0,26.0,1498,98.6,5.0,7.25
25,2,2008,99000,0,1,2,17.0,1405,70,5.0,1.6
23,10,2014,142000,0,1,2,19.01,1461,108.45,5.0,6.0
10,2,2010,26966,1,1,0,20.36,1197,78.9,5.0,3.0
9,9,2015,27628,1,1,0,18.7,1199,88.7,5.0,4.95
17,5,2016,82497,0,1,0,23.65,1248,88.5,5.0,8.99
9,9,2007,86000,1,1,3,11.9,2354,144,5.0,1.85
27,3,2016,26981,1,1,0,16.47,1198,73.9,5.0,6.16
17,5,2010,110471,0,1,0,21.1,1248,73.9,5.0,3.5
9,6,2014,69000,1,1,0,19.5,1199,88.76,5.0,4.5
10,5,2017,12000,1,1,0,18.6,1197,81.83,5.0,7.75
23,5,2014,77500,0,1,0,20.45,1461,83.8,5.0,6.6
10,7,2014,48031,1,1,0,18.9,1197,82,5.0,4.98
2,2,2008,170000,0,0,3,16.07,1995,181,5.0,9.75
8,9,2014,69565,0,1,0,22.7,1498,89.84,5.0,5.55
27,5,2016,45492,0,0,0,21.5,1498,108.5,5.0,10.3
9,2,2011,85000,1,0,2,11.7,2354,177.6,5.0,7.5
4,5,2008,55902,1,1,0,14.49,1399,92.7,5.0,1.8
27,5,2017,18500,1,1,0,16.2,1199,74,5.0,6.25
16,5,2015,129750,0,1,2,14.95,2489,93.7,7.0,6.8
10,5,2009,50902,1,0,0,19.2,1197,80,5.0,3.0
16,3,2015,84725,0,1,0,15.1,2179,140,7.0,11.6
10,9,2013,40000,0,1,2,22.7,1582,126.24,5.0,6.95
27,9,2010,60000,1,1,3,14.3,1798,160,5.0,3.5
10,3,2014,33496,1,1,0,18.9,1197,81.86,5.0,5.5
10,9,2015,25000,1,1,0,18.6,1197,81.83,5.0,5.65
4,0,2013,71000,0,1,0,18.2,1248,73.8,8.0,3.25
24,3,2015,20826,1,0,0,14.3,1598,103.6,5.0,7.72
10,10,2016,42244,0,1,0,19.67,1582,126.2,5.0,12.0
4,6,2013,98598,0,1,0,25.44,936,57.6,5.0,1.55
26,4,2011,62100,0,1,0,11.5,2982,171,7.0,10.75
10,3,2016,44238,1,1,0,18.6,1197,81.83,5.0,6.72
1,3,2012,91743,0,0,0,12.07,2967,241.4,7.0,28.55
22,1,2013,19828,0,0,2,17.85,2967,300,4.0,75.0
9,5,2016,36891,1,1,0,17.8,1497,117.3,5.0,10.49
16,5,2012,90049,0,1,0,17.21,1493,100,7.0,3.8
1,0,2012,74002,0,0,0,16.55,1968,140,5.0,18.5
10,8,2013,41000,1,0,0,12.37,2359,198.25,5.0,6.0
10,5,2012,83678,0,1,0,22.32,1582,126.32,5.0,5.5
17,10,2010,91000,1,1,0,18.9,998,67.1,5.0,2.3
17,6,2016,50000,0,1,0,24.52,1248,88.5,7.0,8.7
10,4,2015,58000,0,1,0,24.4,1120,71.01,5.0,4.95
17,6,2012,80000,0,1,0,22.9,1248,74,5.0,4.25
16,7,2017,41290,0,1,2,16.0,2179,140,7.0,10.94
2,4,2013,65000,0,0,0,22.48,1995,190,5.0,21.26
26,1,2016,16471,1,1,2,14.28,1798,138.03,5.0,11.5
10,10,2015,54339,0,1,2,22.54,1396,88.73,5.0,6.0
16,5,2016,24025,1,1,0,18.15,1198,82,6.0,4.1
17,8,2013,24027,1,1,0,24.7,796,47.3,5.0,2.01
6,5,2010,59270,1,1,0,15.7,1172,67,5.0,2.6
17,8,2012,40000,1,1,0,18.9,998,67.1,5.0,2.35
20,1,2012,155566,0,1,2,9.5,2835,118.6,6.0,9.15
9,2,2013,42320,1,1,0,19.4,1198,86.8,5.0,2.9
10,3,2017,24153,0,1,2,22.54,1396,88.73,5.0,9.18
10,9,2016,27000,1,0,0,13.0,1591,121.3,5.0,11.45
9,7,2017,61795,1,1,0,17.8,1198,86.7,5.0,5.53
16,2,2016,13500,1,1,0,18.15,1198,82,6.0,3.75
9,10,2018,4500,1,0,0,18.0,1497,117.3,5.0,12.5
16,9,2017,23000,0,0,0,16.0,2179,140,7.0,15.5
18,9,2013,80578,0,0,2,14.84,2143,170,5.0,14.5
23,3,2017,42646,0,0,0,19.6,1461,108.45,5.0,12.46
27,1,2014,30000,1,1,2,16.47,1198,74,5.0,5.25
18,1,2009,98000,0,0,2,13.5,2987,282,5.0,25.0
12,5,2012,50000,0,0,0,12.9,2993,271.23,4.0,45.0
17,6,2015,63310,0,1,0,28.4,1248,74,5.0,5.1
9,4,2014,66000,0,1,0,25.8,1498,98.6,5.0,3.5
2,0,2011,74000,0,0,2,16.07,1995,181,5.0,12.5
10,5,2012,93000,0,1,0,23.5,1396,88.7,5.0,5.55
26,4,2015,70000,0,0,0,11.5,2982,169,7.0,19.48
17,0,2012,48772,1,1,0,18.6,1197,85.8,5.0,3.91
4,2,2010,66000,1,1,0,18.6,1199,79.4,5.0,2.19
10,3,2017,27417,1,0,0,18.9,1197,82,5.0,6.89
8,3,2011,51593,1,1,2,15.6,1196,70,5.0,3.47
17,10,2010,75000,1,1,0,16.1,1298,88.2,5.0,2.85
1,3,2016,39237,0,0,0,17.11,1968,174.33,5.0,25.64
9,7,2018,11966,1,1,0,16.8,1497,116.3,5.0,10.28
9,5,2015,37000,1,1,0,18.2,1199,88.7,5.0,6.3
27,2,2014,70920,0,1,0,20.14,1498,88.8,5.0,4.75
21,5,2013,65280,0,1,0,19.87,1461,83.14,5.0,5.8
15,5,2016,62000,0,0,0,12.51,2179,187.7,7.0,44.5
10,7,2014,44525,1,1,0,18.5,1197,82.9,5.0,4.65
9,6,2009,86863,1,1,0,17.0,1497,118,5.0,3.6
16,5,2015,102626,0,1,0,16.0,2179,140,7.0,12.25
13,6,2017,45000,0,1,0,16.3,1956,170,5.0,20.0
16,6,2017,22000,0,1,0,16.0,2179,140,7.0,16.0
16,3,2011,108905,0,0,2,11.79,2179,120,8.0,6.21
5,8,2016,12800,1,1,0,19.44,1198,67,7.0,3.25
16,8,2016,32000,0,1,0,15.4,2179,120,7.0,9.75
9,9,2014,39000,1,0,0,15.5,1198,86.7,5.0,4.45
9,10,2017,42000,0,1,0,25.6,1498,98.6,5.0,12.0
25,2,2008,73000,1,1,0,14.4,1396,65,5.0,0.8
10,2,2018,48000,0,1,0,24.0,1186,73.97,5.0,5.95
10,8,2014,19000,1,1,0,17.43,1396,105.5,5.0,5.25
26,3,2019,33598,0,1,0,13.68,2393,147.8,7.0,22.2
2,6,2012,63000,0,0,0,17.05,1995,184,5.0,13.5
27,2,2015,48000,0,0,0,16.96,1968,138.03,5.0,13.5
8,4,2014,66000,0,1,0,20.0,1399,68.05,5.0,3.47
16,0,2013,80000,0,0,2,11.18,2696,184,7.0,9.5
27,2,2011,37000,1,1,0,15.04,1598,103.6,5.0,4.8
24,7,2016,35058,1,1,0,15.0,1598,103.52,5.0,6.54
27,4,2012,52000,1,1,0,16.47,1198,73.9,5.0,3.1
17,5,2015,61313,0,1,0,23.65,1248,88.5,5.0,7.99
26,8,2009,45000,1,1,2,14.53,1798,138.1,5.0,3.3
17,1,2015,74000,0,1,0,20.77,1248,88.8,7.0,8.75
10,5,2013,89000,1,0,0,19.2,1197,80,5.0,4.19
18,7,2019,13414,0,0,0,17.9,2143,136,5.0,30.77
9,6,2006,95000,1,1,2,16.9,1497,100,5.0,2.11
16,6,2018,15900,1,1,0,18.15,1198,82,6.0,6.25
26,4,2011,151000,0,1,0,11.5,2982,171,7.0,11.4
9,1,2011,65000,1,1,0,17.0,1497,118,5.0,5.2
1,3,2017,36824,0,0,0,18.53,1968,187.74,5.0,39.84
8,3,2013,65287,0,1,0,20.0,1399,68.05,5.0,4.45
18,8,2014,52000,0,0,0,17.9,2143,136,5.0,19.5
4,5,2007,33000,1,1,0,15.26,1150,74.9,5.0,1.75
8,5,2016,71000,0,1,0,25.83,1498,99,5.0,5.1
10,4,2013,71000,0,0,0,22.7,1582,126.2,5.0,6.8
17,8,2016,20000,1,0,0,21.4,1197,83.1,5.0,5.74
17,5,2010,71000,1,1,0,16.1,1197,85,5.0,3.3
18,5,2010,29000,0,0,0,9.9,3498,271.72,4.0,32.0
2,0,2016,27000,0,0,0,21.76,1995,190,5.0,35.0
17,2,2017,19000,0,0,0,28.4,1248,73.75,5.0,8.9
10,9,2011,58000,1,1,2,17.01,1591,121.3,5.0,4.0
13,7,2018,42203,0,1,0,17.1,1956,170,5.0,19.46
10,5,2009,94000,0,0,0,11.4,1991,142,5.0,5.25
25,8,2018,4900,0,1,0,21.5,1497,108.5,5.0,9.22
10,6,2013,70000,1,1,0,21.1,814,55.2,5.0,1.8
2,7,2015,65266,0,0,0,14.69,2993,258,5.0,31.75
17,4,2014,54569,0,1,0,20.77,1248,88.76,7.0,5.99
9,7,2015,51361,1,1,0,18.0,1198,86.7,5.0,4.94
8,6,2007,125000,1,1,3,16.6,1388,68,5.0,1.5
9,1,2008,66000,1,1,3,13.5,1799,130,5.0,3.25
17,4,2014,22281,0,1,0,20.77,1248,88.8,7.0,6.5
10,4,2013,63210,0,1,0,24.0,1120,70,5.0,3.71
10,10,2018,31000,1,1,0,20.14,1197,81.86,5.0,5.0
10,0,2008,60000,1,1,0,19.81,1086,68.05,5.0,1.99
9,9,2017,32006,1,1,0,18.0,1198,86.7,5.0,4.25
1,0,2009,78000,0,0,0,12.4,2698,179.5,5.0,8.0
10,9,2011,9489,1,1,0,20.36,1197,78.9,5.0,2.95
23,10,2018,5000,1,1,0,25.17,799,53.3,5.0,3.5
1,6,2012,60000,0,0,2,15.2,1968,140.8,5.0,16.0
17,6,2015,50000,1,1,0,22.74,796,47.3,5.0,2.75
9,4,2015,53000,1,1,0,17.8,1497,117.3,5.0,6.95
18,4,2011,64000,1,0,2,11.74,1796,186,5.0,12.5
1,3,2017,43827,0,0,0,13.22,2967,241.4,5.0,36.83
27,10,2011,36431,1,1,0,16.2,1199,74,5.0,2.7
10,9,2017,35000,0,1,0,21.38,1396,88.7,5.0,9.9
9,7,2011,94832,1,1,0,17.0,1497,118,5.0,3.83
9,3,2012,88381,1,1,0,17.0,1497,118,5.0,5.25
17,8,2016,45194,0,1,0,22.7,1598,118,5.0,7.75
17,9,2010,66000,1,1,2,16.51,1586,103.2,5.0,2.46
17,8,2014,38578,0,1,0,23.4,1248,74,5.0,3.96
17,2,2015,40000,0,1,0,20.77,1248,88.8,7.0,8.25
10,3,2018,20632,1,1,0,18.6,1197,81.83,5.0,7.58
10,5,2014,73042,0,1,0,24.0,1120,70,5.0,3.99
9,4,2014,54257,1,1,0,17.4,1497,117.3,5.0,6.25
24,5,2013,93000,0,1,0,20.5,1598,103.5,5.0,5.0
18,5,2005,102000,0,0,2,11.0,2987,198.5,5.0,4.65
10,3,2016,28881,0,0,0,13.01,2199,194.3,7.0,21.37
17,5,2007,52195,1,1,0,19.7,796,46.3,5.0,1.75
11,3,2018,20422,0,1,0,12.4,2499,134,5.0,16.09
10,8,2012,38000,0,1,0,24.8,1396,88.7,5.0,4.1
8,3,2015,92885,0,1,0,20.0,1399,68,5.0,3.56
9,10,2010,43000,1,1,2,17.0,1497,118,5.0,4.21
10,4,2015,57000,0,1,0,23.9,1582,126.2,5.0,6.6
10,3,2018,32434,1,0,0,13.0,1591,121.3,5.0,14.35
8,5,2017,32000,0,1,0,22.7,1498,89.84,5.0,9.5
2,4,2011,59000,0,0,0,11.2,2993,241,4.0,21.9
2,3,2016,76467,0,0,0,18.12,1995,190,5.0,30.45
8,5,2016,100000,0,1,0,25.83,1498,99,5.0,5.1
10,10,2013,37086,1,0,0,17.0,1591,121.3,5.0,5.44
8,6,2010,135000,0,1,0,13.8,1399,68,5.0,1.6
1,7,2014,54862,0,0,0,17.68,1968,174.33,5.0,16.67
10,10,2012,56200,1,0,0,15.0,1396,98.6,5.0,3.85
26,7,2011,169006,0,1,0,14.24,2755,174.5,7.0,10.64
23,1,2016,20229,1,1,0,25.17,799,53.3,5.0,3.5
4,2,2008,62000,1,1,3,18.0,995,62,5.0,1.1
10,5,2011,51500,1,1,2,16.2,1599,103.2,5.0,2.6
2,5,2012,69000,0,0,0,18.88,1995,184,5.0,18.5
17,5,2015,62476,0,1,0,26.59,1248,74,5.0,7.95
10,6,2017,60500,0,1,0,25.4,1186,73.97,5.0,5.49
9,9,2017,17978,1,0,0,19.0,1199,88.7,5.0,6.95
25,6,2008,300000,0,1,0,17.0,1405,70,5.0,1.0
8,2,2013,123000,0,1,2,17.8,1399,67,5.0,4.45
17,8,2016,45296,0,1,0,25.1,1248,88.5,5.0,6.99
17,3,2008,77325,1,1,0,15.6,1586,104.68,5.0,3.51
17,7,2018,25858,1,0,0,21.4,1197,83.1,5.0,7.54
17,1,2016,120000,0,1,0,23.2,1248,73.94,5.0,3.65
10,0,2016,22000,0,0,0,19.5,1582,126.24,5.0,16.0
4,8,2012,11000,1,1,0,16.2,995,62.1,5.0,1.4
10,9,2017,3900,1,1,0,18.6,1197,81.83,5.0,6.45
10,5,2016,106092,0,1,0,24.4,1120,71,5.0,4.4
9,4,2015,27000,1,0,0,19.0,1199,88.7,5.0,5.95
9,0,2013,11000,1,1,0,19.4,1198,86.8,5.0,3.9
18,3,2016,39753,0,0,0,13.0,2143,201.1,5.0,35.28
25,10,2017,39800,0,1,0,17.6,2179,153.86,7.0,14.25
10,10,2017,73000,0,1,0,24.4,1120,71,5.0,4.5
8,10,2015,55000,0,1,0,22.7,1498,89.84,5.0,7.5
25,3,2017,18351,1,0,0,21.9,624,37.48,4.0,3.41
9,10,2013,45000,1,1,2,19.4,1198,86.8,5.0,3.25
17,5,2016,112200,0,1,0,24.52,1248,88.5,7.0,8.3
10,1,2010,29000,1,1,0,20.36,1197,78.9,5.0,3.45
16,9,2015,53392,0,1,0,16.0,2179,140,7.0,11.95
27,5,2010,71000,0,1,0,20.54,1598,103.6,5.0,4.25
25,5,2014,93000,0,1,0,14.0,2179,138.1,7.0,8.25
9,5,2010,119000,1,1,0,10.2,2354,180,5.0,5.95
17,3,2016,42225,1,1,0,15.1,1196,73,7.0,4.3
17,0,2012,65000,0,1,0,22.9,1248,74,5.0,3.9
17,10,2016,27809,1,0,0,21.4,1197,83.1,5.0,6.41
16,3,2015,65100,0,1,0,15.1,2179,140,7.0,8.36
10,2,2014,51000,1,1,0,19.1,1197,82,5.0,3.85
18,5,2017,10000,0,0,0,19.27,2143,167.62,5.0,36.0
24,8,2011,54895,1,1,0,13.14,1798,160,5.0,7.5
27,5,2015,80768,0,1,0,20.14,1498,88.73,5.0,5.7
17,7,2019,12076,1,1,0,20.89,1197,81.80,5.0,5.5
17,2,2016,49000,0,1,0,25.2,1248,74,5.0,5.9
9,9,2015,42366,1,1,0,17.8,1497,117.3,5.0,7.75
2,0,2010,68000,0,0,0,11.5,2993,235,5.0,18.0
24,5,2008,122397,0,1,0,17.5,1896,106,5.0,4.4
27,3,2017,50534,1,0,0,17.21,1197,103.5,5.0,8.27
23,0,2014,55300,0,1,0,19.87,1461,83.8,5.0,4.75
9,5,2008,73095,1,0,0,16.8,1497,118,5.0,3.8
27,0,2011,51100,0,1,0,20.54,1598,103.6,5.0,3.4
10,10,2016,13436,1,1,2,18.9,1197,82,5.0,4.7
8,10,2008,76000,1,1,2,16.6,1388,68,5.0,1.49
10,9,2016,63141,0,1,2,24.4,1120,71,5.0,4.5
9,5,2014,74885,0,1,0,25.8,1498,98.6,5.0,5.4
9,5,2016,14000,1,0,0,18.0,1497,117.3,5.0,11.5
23,10,2012,56000,0,1,2,20.4,1461,108.5,5.0,3.5
2,0,2010,46000,0,0,0,22.48,1995,190,5.0,16.5
17,9,2012,51800,1,1,0,15.5,1586,103.3,5.0,3.9
9,5,2007,81000,1,0,0,16.4,1497,78,5.0,3.25
27,7,2018,17370,1,1,0,17.0,1198,73.75,5.0,5.84
27,5,2016,18456,1,1,0,17.0,1198,73.75,5.0,5.75
1,4,2010,59000,0,0,0,16.55,1968,140,5.0,10.0
17,9,2006,141537,1,1,2,18.9,998,67.1,5.0,1.05
10,4,2013,51000,0,0,0,19.08,1582,126.32,5.0,5.64
18,3,2019,29311,0,0,0,17.9,2143,170,5.0,50.97
2,9,2016,31000,0,0,0,21.76,1995,190,5.0,29.95
9,9,2014,80000,0,1,2,24.2,1498,98.6,7.0,4.85
10,5,2016,33000,0,0,0,17.01,1582,126.2,5.0,14.5
9,5,2011,71556,1,1,0,17.0,1497,118,5.0,5.5
8,1,2011,85000,0,1,0,17.8,1399,68,5.0,3.2
17,2,2016,91000,0,1,0,26.59,1248,74,5.0,4.5
18,3,2015,73187,0,0,0,13.0,2143,204,5.0,30.72
4,6,2009,232000,0,1,0,11.5,1991,147.9,7.0,3.5
26,1,2007,127079,0,1,0,12.8,2494,102,7.0,6.99
16,7,2014,58816,0,1,0,17.21,1493,100,7.0,3.45
9,7,2015,63818,1,1,0,17.4,1497,117.3,5.0,6.57
1,8,2014,40000,0,0,0,17.11,1968,174.33,5.0,17.5
27,4,2013,77445,0,1,0,22.07,1199,73.9,5.0,3.75
8,10,2017,14000,1,0,0,14.8,1497,121.36,5.0,9.99
26,8,2012,85122,0,1,0,12.99,2494,100,7.0,8.2
9,6,2005,123000,1,1,3,13.0,1493,100,5.0,1.1
17,2,2015,63714,1,1,0,24.7,796,47.3,5.0,2.45
18,10,2009,53000,0,0,0,8.7,2987,224.34,5.0,13.75
17,8,2017,60000,0,1,0,26.59,1248,74,5.0,3.0
17,0,2017,33000,0,1,0,24.3,1248,88.5,5.0,9.25
28,9,2013,31000,0,0,0,13.2,2400,215,5.0,17.65
26,4,2014,79000,0,0,0,12.55,2982,168.5,7.0,18.25
10,7,2013,67914,0,1,0,23.0,1396,90,5.0,3.45
1,1,2015,58970,0,0,0,17.11,1968,174.33,5.0,23.75
21,9,2013,60000,0,1,2,19.64,1461,108.5,5.0,5.45
17,3,2017,35225,1,0,0,23.1,998,67.04,5.0,5.25
10,4,2012,62282,1,0,0,16.95,1197,78.9,5.0,2.9
2,5,2010,80000,0,0,0,22.69,1995,190,5.0,14.2
10,7,2018,43698,1,1,0,18.9,1197,82,5.0,5.8
10,3,2017,28052,1,0,0,18.9,1197,82,5.0,7.22
10,3,2016,29091,1,1,0,18.9,1197,81.86,5.0,4.87
27,4,2013,63000,1,1,0,16.47,1198,74,5.0,3.3
